focus_area,cluster,umap_x,umap_y,specialty
pervasive developmental disorders,3,7.4280195,5.2315392,General Medicine & Mixed Conditions
normal pressure hydrocephalus,8,5.6433644,-0.040735003,General Medicine & Common Conditions
striatonigral degeneration,12,1.7849734,2.3153956,Immunology & Hematology
cerebral aneurysms,9,3.2729,6.4040318,Genetic & Rare Diseases
incontinentia pigmenti,0,2.9286537,2.4777973,Genetic & Rare Diseases
diabetic neuropathy,9,4.0679855,6.666018,Genetic & Rare Diseases
infantile spasms,3,3.2799096,2.253462,General Medicine & Mixed Conditions
post-polio syndrome,2,3.777991,7.4483466,Neurology & Neuromuscular Disorders
opsoclonus myoclonus,16,5.4359217,3.6673205,Gastroenterology & Infectious Diseases
paraneoplastic syndromes,9,5.964328,7.952757,Genetic & Rare Diseases
barth syndrome,0,6.1853595,1.5116969,Genetic & Rare Diseases
developmental dyspraxia,2,2.8260653,7.966356,Neurology & Neuromuscular Disorders
tropical spastic paraparesis,2,6.4233046,5.5978947,Neurology & Neuromuscular Disorders
dysgraphia,15,4.6718826,5.5679364,Metabolic & Kidney Disorders
inflammatory myopathies,10,4.6407924,4.586292,Pediatrics & Developmental Disorders
miller fisher syndrome,10,7.9892464,6.357,Pediatrics & Developmental Disorders
dementia with lewy bodies,9,3.995937,6.06882,Genetic & Rare Diseases
todd's paralysis,2,5.1273303,6.28488,Neurology & Neuromuscular Disorders
central cord syndrome,4,5.487021,3.6733239,Genetic & Rare Diseases
ataxia,15,4.5700827,4.9906096,Metabolic & Kidney Disorders
periventricular leukomalacia,8,6.4645624,0.8777831,General Medicine & Common Conditions
congenital myopathy,6,5.470577,4.0927815,Neurology & Autonomic Disorders
zellweger syndrome,6,3.3351653,4.7042966,Neurology & Autonomic Disorders
whipple's disease,16,6.178429,4.1600566,Gastroenterology & Infectious Diseases
hypotonia,2,3.7149496,7.838605,Neurology & Neuromuscular Disorders
myoclonus,8,6.302946,0.2238656,General Medicine & Common Conditions
aicardi-goutieres syndrome disorder,5,8.413422,4.7211556,Nephrology & Rheumatology
encephaloceles,2,4.5404963,5.6978273,Neurology & Neuromuscular Disorders
absence of the septum pellucidum,4,4.9446692,3.4460566,Genetic & Rare Diseases
schilder's disease,16,5.8880243,4.583299,Gastroenterology & Infectious Diseases
pinched nerve,5,4.844336,3.4082303,Nephrology & Rheumatology
encephalopathy,15,6.9722037,4.029645,Metabolic & Kidney Disorders
alternating hemiplegia,13,-0.1591053,6.400173,Infectious Diseases & Oncology
kuru,9,6.59952,7.99311,Genetic & Rare Diseases
tabes dorsalis,9,4.0937047,6.472585,Genetic & Rare Diseases
alexander disease,8,5.7684374,0.76859695,General Medicine & Common Conditions
ohtahara syndrome,16,6.8390737,4.0800247,Gastroenterology & Infectious Diseases
lissencephaly,8,5.9026256,0.9885518,General Medicine & Common Conditions
lipoid proteinosis,0,4.5282154,1.8210588,Genetic & Rare Diseases
parry-romberg,15,4.5413475,4.977846,Metabolic & Kidney Disorders
adrenoleukodystrophy,10,4.6694946,7.556036,Pediatrics & Developmental Disorders
coffin lowry syndrome,13,0.6746616,5.456001,Infectious Diseases & Oncology
multi-infarct dementia,10,1.4696048,5.81652,Pediatrics & Developmental Disorders
sandhoff disease,16,2.5510907,5.813523,Gastroenterology & Infectious Diseases
megalencephaly,16,-0.21088606,6.743822,Gastroenterology & Infectious Diseases
hydromyelia,0,1.5272808,3.037824,Genetic & Rare Diseases
vasculitis syndromes of the central and peripheral nervous systems,3,7.1035366,5.4037123,General Medicine & Mixed Conditions
repetitive motion disorders,3,5.5263176,2.9007125,General Medicine & Mixed Conditions
stiff-person syndrome,2,5.0776415,6.405745,Neurology & Neuromuscular Disorders
apraxia,8,5.969365,0.27604818,General Medicine & Common Conditions
guillain-barr syndrome,8,6.457031,0.7973454,General Medicine & Common Conditions
isaacs' syndrome,15,4.516354,4.2547145,Metabolic & Kidney Disorders
agnosia,3,5.3821597,3.4420671,General Medicine & Mixed Conditions
neurosyphilis,9,6.0044813,7.9351354,Genetic & Rare Diseases
fahr's syndrome,3,4.02322,3.1409512,General Medicine & Mixed Conditions
sydenham chorea,3,7.62799,0.3185398,General Medicine & Mixed Conditions
cephalic disorders,11,3.8507426,2.1970036,Neurology & Movement Disorders
antiphospholipid syndrome,8,7.008248,0.87264985,General Medicine & Common Conditions
machado-joseph disease,9,6.342436,7.98059,Genetic & Rare Diseases
niemann-pick disease,9,4.0532136,6.183077,Genetic & Rare Diseases
hemicrania continua,10,2.9063354,5.8162756,Pediatrics & Developmental Disorders
brain and spinal tumors,0,3.4551706,3.3168976,Genetic & Rare Diseases
von hippel-lindau disease (vhl),7,2.2461033,1.1518168,Genetic & Rare Diseases
myotonia congenita,8,6.0594406,-0.261068,General Medicine & Common Conditions
tardive dyskinesia,15,5.3685727,4.186331,Metabolic & Kidney Disorders
cerebral atrophy,8,1.6026734,4.4455123,General Medicine & Common Conditions
benign essential blepharospasm,8,5.9323406,-0.16948175,General Medicine & Common Conditions
rasmussen's encephalitis,2,3.32361,7.5964665,Neurology & Neuromuscular Disorders
sjgren's syndrome,9,3.176357,6.484175,Genetic & Rare Diseases
gerstmann's syndrome,3,7.108873,5.3991594,General Medicine & Mixed Conditions
melkersson-rosenthal syndrome,8,5.953561,1.5927439,General Medicine & Common Conditions
kearns-sayre syndrome,2,5.1115937,6.23249,Neurology & Neuromuscular Disorders
myopathy,2,2.960521,7.841176,Neurology & Neuromuscular Disorders
klippel-trenaunay syndrome (kts),11,4.306679,3.0644598,Neurology & Movement Disorders
mucopolysaccharidoses,12,4.733872,0.5649522,Immunology & Hematology
chronic inflammatory demyelinating polyneuropathy (cidp),5,5.2804427,5.6890545,Nephrology & Rheumatology
iniencephaly,8,5.8571496,1.4894619,General Medicine & Common Conditions
autism,8,7.402048,0.27456796,General Medicine & Common Conditions
leigh's disease,3,7.4380684,5.2225537,General Medicine & Mixed Conditions
hypertonia,11,3.3773627,0.42275223,Neurology & Movement Disorders
syncope,9,3.9289715,6.5951986,Genetic & Rare Diseases
mitochondrial myopathy,8,5.3558836,1.2108182,General Medicine & Common Conditions
aicardi syndrome,11,4.24227,2.0982502,Neurology & Movement Disorders
holoprosencephaly,6,2.5225852,4.592662,Neurology & Autonomic Disorders
hemifacial spasm,8,6.975026,0.1763529,General Medicine & Common Conditions
learning disabilities,11,1.4442949,4.4572783,Neurology & Movement Disorders
kennedy's disease,8,5.8675375,0.54755825,General Medicine & Common Conditions
neurosarcoidosis,15,4.253645,6.9302645,Metabolic & Kidney Disorders
neurodegeneration with brain iron accumulation,9,3.926708,6.1571903,Genetic & Rare Diseases
agenesis of the corpus callosum,9,2.1696022,5.925979,Genetic & Rare Diseases
neuroaxonal dystrophy,8,5.863077,-0.19626448,General Medicine & Common Conditions
postural tachycardia syndrome,5,4.552051,2.4058716,Nephrology & Rheumatology
mucolipidoses,2,3.734694,7.440692,Neurology & Neuromuscular Disorders
subacute sclerosing panencephalitis,15,6.010811,4.526102,Metabolic & Kidney Disorders
neuronal migration disorders,15,4.8677874,5.671979,Metabolic & Kidney Disorders
neurological complications of aids,15,4.2645826,4.513908,Metabolic & Kidney Disorders
familial periodic paralyses,9,7.811981,6.6515326,Genetic & Rare Diseases
central pain syndrome,8,6.000312,1.5377942,General Medicine & Common Conditions
sunct headache,10,5.8282294,-0.22347838,Pediatrics & Developmental Disorders
neurotoxicity,15,4.296219,5.449561,Metabolic & Kidney Disorders
spinal cord injury,10,7.931145,6.487023,Pediatrics & Developmental Disorders
central pontine myelinolysis,0,5.1750975,1.633826,Genetic & Rare Diseases
cerebro-oculo-facio-skeletal syndrome (cofs),15,4.076804,6.906627,Metabolic & Kidney Disorders
prosopagnosia,9,3.4390798,6.0286975,Genetic & Rare Diseases
shaken baby syndrome,14,8.952258,4.3829856,Miscellaneous & Ethics
dyslexia,11,3.8180637,2.1401224,Neurology & Movement Disorders
lesch-nyhan syndrome,3,7.3334017,5.322018,General Medicine & Mixed Conditions
hereditary spastic paraplegia,7,4.9266624,1.7257053,Genetic & Rare Diseases
tethered spinal cord syndrome,9,3.986289,5.7019773,Genetic & Rare Diseases
peripheral neuropathy,15,3.795958,4.4454565,Metabolic & Kidney Disorders
paroxysmal hemicrania,9,2.9665718,5.686347,Genetic & Rare Diseases
motor neuron diseases,5,4.452462,1.9940964,Nephrology & Rheumatology
lambert-eaton myasthenic syndrome,7,4.9605737,0.9360351,Genetic & Rare Diseases
cerebellar hypoplasia,5,3.9759722,5.9827285,Nephrology & Rheumatology
cerebral arteriosclerosis,3,7.45465,5.2208824,General Medicine & Mixed Conditions
arachnoiditis,9,5.4443336,7.420445,Genetic & Rare Diseases
pompe disease,15,6.413482,6.6020474,Metabolic & Kidney Disorders
krabbe disease,11,0.47009444,4.1678815,Neurology & Movement Disorders
meningitis and encephalitis,15,4.027716,4.1788397,Metabolic & Kidney Disorders
deep brain stimulation for parkinson's disease,8,6.767322,0.8249109,General Medicine & Common Conditions
tarlov cysts,15,3.6220524,4.5639877,Metabolic & Kidney Disorders
transverse myelitis,3,4.7636414,2.310735,General Medicine & Mixed Conditions
dystonias,8,7.026994,0.23198703,General Medicine & Common Conditions
dandy-walker syndrome,16,6.7103863,3.856687,Gastroenterology & Infectious Diseases
atrial fibrillation and stroke,4,6.2447014,3.7342207,Genetic & Rare Diseases
brugada syndrome,8,6.8568473,0.19053017,General Medicine & Common Conditions
north american indian childhood cirrhosis,10,6.6359057,2.1252913,Pediatrics & Developmental Disorders
infantile-onset spinocerebellar ataxia,0,1.6280172,3.0639062,Genetic & Rare Diseases
succinyl-coa:3-ketoacid coa transferase deficiency,9,5.71929,7.7000012,Genetic & Rare Diseases
hereditary neuropathy with liability to pressure palsies,5,4.850611,3.4384089,Nephrology & Rheumatology
ocular albinism,15,5.153296,4.7989135,Metabolic & Kidney Disorders
dolk-congenital disorder of glycosylation,10,4.461591,7.3401027,Pediatrics & Developmental Disorders
mucolipidosis iii gamma,4,8.173904,3.4758382,Genetic & Rare Diseases
hutchinson-gilford progeria syndrome,2,3.7284844,7.854636,Neurology & Neuromuscular Disorders
sporadic hemiplegic migraine,15,4.741483,5.493773,Metabolic & Kidney Disorders
silver syndrome,14,8.696805,4.654484,Miscellaneous & Ethics
methylmalonic acidemia,2,3.9256911,6.7943335,Neurology & Neuromuscular Disorders
dilated cardiomyopathy with ataxia syndrome,8,6.6025677,1.0284513,General Medicine & Common Conditions
hirschsprung disease,1,4.2118487,1.4970753,Genetic & Rare Diseases
myd88 deficiency,9,6.0605793,7.9003105,Genetic & Rare Diseases
marinesco-sjgren syndrome,5,4.9476676,3.4605525,Nephrology & Rheumatology
5q minus syndrome,2,2.9986355,7.5127816,Neurology & Neuromuscular Disorders
complement factor i deficiency,5,5.7960453,0.20702438,Nephrology & Rheumatology
ren-related kidney disease,15,3.5313144,3.7548141,Metabolic & Kidney Disorders
chronic atrial and intestinal dysrhythmia,9,6.57469,8.012046,Genetic & Rare Diseases
fragile xe syndrome,2,-0.16664693,6.752243,Neurology & Neuromuscular Disorders
sox2 anophthalmia syndrome,2,3.7211154,7.8566947,Neurology & Neuromuscular Disorders
atopic dermatitis,10,5.2045126,2.1768222,Pediatrics & Developmental Disorders
hereditary sensory and autonomic neuropathy type ii,8,5.800848,1.3231071,General Medicine & Common Conditions
microcephalic osteodysplastic primordial dwarfism type ii,11,1.1724566,3.0606804,Neurology & Movement Disorders
mycosis fungoides,0,2.8064718,3.755292,Genetic & Rare Diseases
essential pentosuria,15,4.564998,4.707291,Metabolic & Kidney Disorders
familial hypobetalipoproteinemia,10,7.8798003,6.3699493,Pediatrics & Developmental Disorders
proopiomelanocortin deficiency,15,3.6628878,5.817522,Metabolic & Kidney Disorders
fragile x-associated tremor/ataxia syndrome,10,4.603213,6.787847,Pediatrics & Developmental Disorders
x-linked chondrodysplasia punctata 1,8,4.170542,3.6810918,General Medicine & Common Conditions
infantile neuronal ceroid lipofuscinosis,0,2.6506784,3.9874551,Genetic & Rare Diseases
head and neck squamous cell carcinoma,3,4.6798606,4.9733963,General Medicine & Mixed Conditions
deoxyguanosine kinase deficiency,0,4.231843,4.132161,Genetic & Rare Diseases
"x-linked immunodeficiency with magnesium defect, epstein-barr virus infection, and neoplasia",5,4.3044796,1.9384408,Nephrology & Rheumatology
xeroderma pigmentosum,9,3.9292371,6.086697,Genetic & Rare Diseases
koolen-de vries syndrome,15,4.723296,4.9822526,Metabolic & Kidney Disorders
sudden infant death with dysgenesis of the testes syndrome,1,5.7611775,-0.3144347,Genetic & Rare Diseases
hereditary hemochromatosis,15,3.9785557,6.0528183,Metabolic & Kidney Disorders
metatropic dysplasia,3,6.505401,4.9020295,General Medicine & Mixed Conditions
beta-ureidopropionase deficiency,15,4.4153714,5.5181866,Metabolic & Kidney Disorders
miyoshi myopathy,9,3.9318647,6.1336875,Genetic & Rare Diseases
coats plus syndrome,1,5.8286395,0.2909975,Genetic & Rare Diseases
duchenne and becker muscular dystrophy,1,3.4787297,-0.4669769,Genetic & Rare Diseases
progressive pseudorheumatoid dysplasia,8,6.64058,0.5286143,General Medicine & Common Conditions
juvenile hyaline fibromatosis,3,7.00406,5.415778,General Medicine & Mixed Conditions
succinate-coa ligase deficiency,10,-0.17620355,6.7843056,Pediatrics & Developmental Disorders
lymphangioleiomyomatosis,16,5.9874277,4.495599,Gastroenterology & Infectious Diseases
medullary cystic kidney disease type 1,2,7.7689443,6.386817,Neurology & Neuromuscular Disorders
congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency,8,7.074199,1.0410967,General Medicine & Common Conditions
x-linked lymphoproliferative disease,5,4.915026,3.301453,Nephrology & Rheumatology
lattice corneal dystrophy type i,6,2.5890079,4.614939,Neurology & Autonomic Disorders
complete lcat deficiency,9,6.5846977,5.2864857,Genetic & Rare Diseases
transthyretin amyloidosis,15,3.775019,5.7006683,Metabolic & Kidney Disorders
caudal regression syndrome,2,4.3458395,5.896262,Neurology & Neuromuscular Disorders
systemic lupus erythematosus,16,4.7994237,2.2668185,Gastroenterology & Infectious Diseases
ataxia with vitamin e deficiency,10,7.935478,6.436087,Pediatrics & Developmental Disorders
mucolipidosis type iv,2,2.558165,7.9064846,Neurology & Neuromuscular Disorders
wagner syndrome,10,2.1897388,5.5536623,Pediatrics & Developmental Disorders
cartilage-hair hypoplasia,15,6.0290966,4.753146,Metabolic & Kidney Disorders
"t-cell immunodeficiency, congenital alopecia, and nail dystrophy",15,4.3446593,5.255157,Metabolic & Kidney Disorders
allan-herndon-dudley syndrome,12,2.7185016,2.0043683,Immunology & Hematology
manitoba oculotrichoanal syndrome,15,4.6875153,5.595282,Metabolic & Kidney Disorders
juvenile paget disease,15,5.1651425,4.8713746,Metabolic & Kidney Disorders
autosomal recessive primary microcephaly,0,5.343052,1.2105765,Genetic & Rare Diseases
shprintzen-goldberg syndrome,2,4.9746523,6.4320054,Neurology & Neuromuscular Disorders
arrhythmogenic right ventricular cardiomyopathy,5,2.411124,4.5850077,Nephrology & Rheumatology
malignant hyperthermia,1,4.1920285,5.207229,Genetic & Rare Diseases
cryptogenic cirrhosis,3,5.5788665,3.0624206,General Medicine & Mixed Conditions
glycogen storage disease type vii,3,7.664195,3.9612517,General Medicine & Mixed Conditions
tyrosine hydroxylase deficiency,10,6.8082814,7.9972215,Pediatrics & Developmental Disorders
familial lipoprotein lipase deficiency,11,1.5844737,4.4798617,Neurology & Movement Disorders
abdominal wall defect,15,5.6444387,4.791211,Metabolic & Kidney Disorders
sialuria,6,3.563737,3.7125964,Neurology & Autonomic Disorders
ichthyosis with confetti,15,4.935398,4.610379,Metabolic & Kidney Disorders
emery-dreifuss muscular dystrophy,8,6.1208525,1.4029133,General Medicine & Common Conditions
preeclampsia,16,-0.18629675,6.7940545,Gastroenterology & Infectious Diseases
hypomyelination and congenital cataract,5,4.738036,2.2079382,Nephrology & Rheumatology
familial acute myeloid leukemia with mutated cebpa,1,5.872756,0.15942809,Genetic & Rare Diseases
gyrate atrophy of the choroid and retina,9,2.8890362,6.1891627,Genetic & Rare Diseases
melnick-needles syndrome,13,2.7234964,5.7349806,Infectious Diseases & Oncology
perrault syndrome,5,4.8644643,3.319166,Nephrology & Rheumatology
arterial tortuosity syndrome,8,5.4670634,1.2470794,General Medicine & Common Conditions
leukoencephalopathy with brainstem and spinal cord involvement and lactate elevation,6,3.0025074,4.9722075,Neurology & Autonomic Disorders
autoimmune lymphoproliferative syndrome,15,4.1846914,4.16169,Metabolic & Kidney Disorders
progressive external ophthalmoplegia,8,5.721406,0.21613543,General Medicine & Common Conditions
glycogen storage disease type iv,3,7.0326085,4.363687,General Medicine & Mixed Conditions
crouzonodermoskeletal syndrome,1,3.7258325,0.92583126,Genetic & Rare Diseases
mcleod neuroacanthocytosis syndrome,0,5.001189,2.1015966,Genetic & Rare Diseases
