focus_area_norm,focus_area_simple,sample_count,focus_area_display,specialty,specialty_score,assignment_source,runner_up,runner_up_score,score_margin
h1n1 flu (swine flu),h1n1 flu swine flu,1,H1N1 Flu (Swine Flu),Infectious Diseases,1.0,regex_override,Genetics & Rare Disorders,0.0,1.0
haemophilus infections,haemophilus infections,1,Haemophilus Infections,General & Preventive Medicine,0.07989726960659027,fallback_default,Dental & Oral Health,0.046860956,0.03303631395101547
genetic disorders,genetic disorders,1,Genetic Disorders,Genetics & Rare Disorders,1.0,regex_override,Hematology,0.07376619,0.9262338131666183
haim-munk syndrome,haim munk syndrome,1,Haim-Munk syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.007937764,0.9920622361823916
hair defect with photosensitivity and mental retardation,hair defect with photosensitivity and mental retardation,1,Hair defect with photosensitivity and mental retardation,Psychiatry & Behavioral Health,1.0,regex_override,Dermatology,0.02870839,0.971291609108448
hair loss,hair loss,1,Hair Loss,General & Preventive Medicine,0.06656072288751602,fallback_default,Dermatology,0.057129297,0.009431425482034683
hair problems,hair problems,1,Hair Problems,General & Preventive Medicine,0.0589471161365509,fallback_default,General & Preventive Medicine,0.0,0.0589471161365509
hair-an syndrome,hair an syndrome,1,HAIR-AN syndrome,Genetics & Rare Disorders,1.0,regex_override,Dermatology,0.044258885,0.9557411149144173
genetic counseling,genetic counseling,1,Genetic Counseling,Genetics & Rare Disorders,1.0,regex_override,General & Preventive Medicine,0.36041334,0.6395866572856903
food allergy,food allergy,1,Food Allergy,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
"follicle-stimulating hormone deficiency, isolated",follicle stimulating hormone deficiency isolated,1,"Follicle-stimulating hormone deficiency, isolated",Endocrinology & Diabetes,1.0,regex_override,Obstetrics & Gynecology,0.03456939,0.9654306098818779
folic acid,folic acid,1,Folic Acid,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
familial hypocalciuric hypercalcemia type 1,familial hypocalciuric hypercalcemia type 1,1,Familial hypocalciuric hypercalcemia type 1,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
familial multiple trichodiscomas,familial multiple trichodiscomas,1,Familial multiple trichodiscomas,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
"hyperostosis corticalis generalisata, benign form of worth with torus palatinus",hyperostosis corticalis generalisata benign form of worth with torus palatinus,1,"Hyperostosis corticalis generalisata, benign form of Worth with torus palatinus",General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
familial joint instability syndrome,familial joint instability syndrome,1,Familial joint instability syndrome,Musculoskeletal & Orthopedics,1.0,regex_override,Musculoskeletal & Orthopedics,0.34675696,0.6532430350780487
familial hypocalciuric hypercalcemia type 3,familial hypocalciuric hypercalcemia type 3,1,Familial hypocalciuric hypercalcemia type 3,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
familial hypocalciuric hypercalcemia type 2,familial hypocalciuric hypercalcemia type 2,1,Familial hypocalciuric hypercalcemia type 2,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
hypertelorism and tetralogy of fallot,hypertelorism and tetralogy of fallot,1,Hypertelorism and tetralogy of Fallot,General & Preventive Medicine,0.01038564182817936,fallback_default,Oncology,0.010059029,0.0003266129642724991
hyperthermia induced defects,hyperthermia induced defects,1,Hyperthermia induced defects,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
familial hyperthyroidism due to mutations in tsh receptor,familial hyperthyroidism due to mutations in tsh receptor,1,Familial hyperthyroidism due to mutations in TSH receptor,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
hypermanganesemia with dystonia polycythemia and cirrhosis,hypermanganesemia with dystonia polycythemia and cirrhosis,1,Hypermanganesemia with dystonia polycythemia and cirrhosis,Gastroenterology & Hepatology,1.0,regex_override,Gastroenterology & Hepatology,0.03975713,0.9602428711950779
hypertrichosis congenital generalized x-linked,hypertrichosis congenital generalized x linked,1,Hypertrichosis congenital generalized X-linked,Genetics & Rare Disorders,1.0,regex_override,General & Preventive Medicine,0.0,1.0
"hypertrichosis lanuginosa, acquired",hypertrichosis lanuginosa acquired,1,"Hypertrichosis lanuginosa, acquired",General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
"hypertrichosis, hyperkeratosis, mental retardation, and distinctive facial features",hypertrichosis hyperkeratosis mental retardation and distinctive facial features,1,"Hypertrichosis, hyperkeratosis, mental retardation, and distinctive facial features",Psychiatry & Behavioral Health,1.0,regex_override,Neurology & Neurosurgery,0.008168093,0.9918319070711732
"hypocalcemia, autosomal dominant",hypocalcemia autosomal dominant,1,"Hypocalcemia, autosomal dominant",Genetics & Rare Disorders,1.0,regex_override,General & Preventive Medicine,0.0,1.0
familial hyperlipo-proteinemia type 1,familial hyperlipo proteinemia type 1,1,Familial hyperlipo-proteinemia type 1,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
familial hyperaldosteronism type iii,familial hyperaldosteronism type iii,1,Familial hyperaldosteronism type III,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
hypohidrotic ectodermal dysplasia with immune deficiency,hypohidrotic ectodermal dysplasia with immune deficiency,1,Hypohidrotic ectodermal dysplasia with immune deficiency,Immunology & Rheumatology,1.0,regex_override,General & Preventive Medicine,0.0,1.0
familial partial lipodystrophy associated with pparg mutations,familial partial lipodystrophy associated with pparg mutations,1,Familial partial lipodystrophy associated with PPARG mutations,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
hyperlipoproteinemia type 5,hyperlipoproteinemia type 5,1,Hyperlipoproteinemia type 5,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
focal palmoplantar and gingival keratoderma,focal palmoplantar and gingival keratoderma,1,Focal palmoplantar and gingival keratoderma,General & Preventive Medicine,0.010127164423465729,fallback_default,Oncology,0.009808681,0.00031848344951868057
familial tumoral calcinosis,familial tumoral calcinosis,1,Familial tumoral calcinosis,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
hyde forster mccarthy berry syndrome,hyde forster mccarthy berry syndrome,1,Hyde Forster Mccarthy Berry syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.005674099,0.9943259009160101
family history,family history,1,Family History,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
familial visceral myopathy with external ophthalmoplegia,familial visceral myopathy with external ophthalmoplegia,1,Familial visceral myopathy with external ophthalmoplegia,Neurology & Neurosurgery,1.0,regex_override,Neurology & Neurosurgery,0.33013266,0.6698673367500305
familial ventricular tachycardia,familial ventricular tachycardia,1,Familial ventricular tachycardia,Cardiology & Vascular,1.0,regex_override,General & Preventive Medicine,0.0,1.0
hydrocephalus obesity hypogonadism,hydrocephalus obesity hypogonadism,1,Hydrocephalus obesity hypogonadism,Endocrinology & Diabetes,0.2578554153442383,anchor_similarity,General & Preventive Medicine,0.0,0.2578554153442383
"hydrocephalus, costovertebral dysplasia, and sprengel anomaly",hydrocephalus costovertebral dysplasia and sprengel anomaly,1,"Hydrocephalus, costovertebral dysplasia, and Sprengel anomaly",Genetics & Rare Disorders,1.0,regex_override,Oncology,0.00894733,0.991052670404315
hydrolethalus syndrome,hydrolethalus syndrome,1,Hydrolethalus syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.01111024,0.98888976033777
familial stomach cancer,familial stomach cancer,1,Familial stomach cancer,Oncology,1.0,regex_override,Gastroenterology & Hepatology,0.36685523,0.6331447660923004
hyperlipoproteinemia type 4,hyperlipoproteinemia type 4,1,Hyperlipoproteinemia type 4,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
familial renal cell carcinoma,familial renal cell carcinoma,1,Familial renal cell carcinoma,Oncology,1.0,regex_override,Oncology,0.3,0.699999988079071
"hypercholesterolemia, autosomal dominant",hypercholesterolemia autosomal dominant,1,"Hypercholesterolemia, autosomal dominant",Genetics & Rare Disorders,1.0,regex_override,General & Preventive Medicine,0.0,1.0
hyperglycemia,hyperglycemia,1,Hyperglycemia,Endocrinology & Diabetes,0.20000000298023224,anchor_similarity,General & Preventive Medicine,0.0,0.20000000298023224
hyperglycerolemia,hyperglycerolemia,1,Hyperglycerolemia,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
hyperinsulinemic hypoglycemia familial 2,hyperinsulinemic hypoglycemia familial 2,1,Hyperinsulinemic hypoglycemia familial 2,Endocrinology & Diabetes,0.20000000298023224,anchor_similarity,General & Preventive Medicine,0.0,0.20000000298023224
hyperinsulinemic hypoglycemia familial 3,hyperinsulinemic hypoglycemia familial 3,1,Hyperinsulinemic hypoglycemia familial 3,Endocrinology & Diabetes,0.20000000298023224,anchor_similarity,General & Preventive Medicine,0.0,0.20000000298023224
hyperlipidemia type 3,hyperlipidemia type 3,1,Hyperlipidemia type 3,Cardiology & Vascular,1.0,regex_override,General & Preventive Medicine,0.0,1.0
"hypomagnesemia 2, renal",hypomagnesemia 2 renal,1,"Hypomagnesemia 2, renal",Nephrology & Urology,1.0,regex_override,General & Preventive Medicine,0.0,1.0
hypomagnesemia 6,hypomagnesemia 6,1,Hypomagnesemia 6,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
hypomagnesemia primary,hypomagnesemia primary,1,Hypomagnesemia primary,General & Preventive Medicine,0.04167448356747627,fallback_default,Genetics & Rare Disorders,0.0,0.04167448356747627
fallopian tube cancer,fallopian tube cancer,1,Fallopian tube cancer,Oncology,1.0,regex_override,Obstetrics & Gynecology,0.35,0.6500000059604645
ichthyosis and male hypogonadism,ichthyosis and male hypogonadism,1,Ichthyosis and male hypogonadism,General & Preventive Medicine,0.01209982205182314,fallback_default,Oncology,0.011719301,0.00038052070885896683
ichthyosis bullosa of siemens,ichthyosis bullosa of siemens,1,Ichthyosis bullosa of Siemens,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
ichthyosis cheek eyebrow syndrome,ichthyosis cheek eyebrow syndrome,1,Ichthyosis cheek eyebrow syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.006756463,0.9932435369119048
ichthyosis follicularis atrichia photophobia syndrome,ichthyosis follicularis atrichia photophobia syndrome,1,Ichthyosis follicularis atrichia photophobia syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.0058633923,0.9941366077400744
ichthyosis hystrix gravior,ichthyosis hystrix gravior,1,Ichthyosis hystrix gravior,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
"ichthyosis hystrix, curth macklin type",ichthyosis hystrix curth macklin type,1,"Ichthyosis hystrix, Curth Macklin type",General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
ichthyosis prematurity syndrome,ichthyosis prematurity syndrome,1,Ichthyosis prematurity syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.0084107295,0.9915892705321312
"ichthyosis, acquired",ichthyosis acquired,1,"Ichthyosis, acquired",General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
hypomandibular faciocranial dysostosis,hypomandibular faciocranial dysostosis,1,Hypomandibular faciocranial dysostosis,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
"ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis",ichthyosis leukocyte vacuoles alopecia and sclerosing cholangitis,1,"Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis",Dermatology,1.0,regex_override,Neurology & Neurosurgery,0.008257834,0.9917421657592058
ichthyosis-mental retardation syndrome with large keratohyalin granules in the skin,ichthyosis mental retardation syndrome with large keratohyalin granules in the skin,1,Ichthyosis-mental retardation syndrome with large keratohyalin granules in the skin,Dermatology,1.0,regex_override,Psychiatry & Behavioral Health,0.36756587,0.6324341297149658
idiopathic basal ganglia calcification childhood-onset,idiopathic basal ganglia calcification childhood onset,1,Idiopathic basal ganglia calcification childhood-onset,General & Preventive Medicine,0.025312460958957672,fallback_default,General & Preventive Medicine,0.0,0.025312460958957672
idiopathic cd4 positive t-lymphocytopenia,idiopathic cd4 positive t lymphocytopenia,1,Idiopathic CD4 positive T-lymphocytopenia,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
fainting,fainting,1,Fainting,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
"faciomandibular myoclonus, nocturnal",faciomandibular myoclonus nocturnal,1,"Faciomandibular myoclonus, nocturnal",General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
image syndrome,image syndrome,1,IMAGe syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.01111024,0.98888976033777
ichthyosis alopecia eclabion ectropion mental retardation,ichthyosis alopecia eclabion ectropion mental retardation,1,Ichthyosis alopecia eclabion ectropion mental retardation,Dermatology,1.0,regex_override,Psychiatry & Behavioral Health,0.37326714,0.6267328560352325
"ichthyosiform erythroderma, corneal involvement, deafness",ichthyosiform erythroderma corneal involvement deafness,1,"Ichthyosiform erythroderma, corneal involvement, deafness",General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
icf syndrome,icf syndrome,1,ICF syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.01111024,0.98888976033777
fallot complex with severe mental and growth retardation,fallot complex with severe mental and growth retardation,1,Fallot complex with severe mental and growth retardation,Psychiatry & Behavioral Health,1.0,regex_override,Pediatrics & Development,0.23086908,0.7691309154033661
hypomelia mullerian duct anomalies,hypomelia mullerian duct anomalies,1,Hypomelia mullerian duct anomalies,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
"familial erythrocytosis, 1",familial erythrocytosis 1,1,"Familial erythrocytosis, 1",General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
hypoparathyroidism-retardation-dysmorphism syndrome,hypoparathyroidism retardation dysmorphism syndrome,1,Hypoparathyroidism-retardation-dysmorphism syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.006975984,0.9930240157991648
