focus_area,cluster,umap_x,umap_y
n-acetylglutamate synthase deficiency,8,5.801564,0.6529868
5-alpha reductase deficiency,15,4.0321035,3.6529315
trisomy 13,5,5.558584,0.83408135
8p11 myeloproliferative syndrome,13,-0.43345454,5.0268455
microcephaly-capillary malformation syndrome,14,8.35594,4.7080517
langer-giedion syndrome,9,5.603595,7.5101666
schwartz-jampel syndrome,11,4.4868135,4.144443
hereditary diffuse gastric cancer,8,6.24695,1.0300391
x-linked infantile spasm syndrome,8,6.593514,0.82754195
schindler disease,5,4.8113213,3.3336751
propionic acidemia,15,5.0713325,4.760995
"tk2-related mitochondrial dna depletion syndrome, myopathic form",15,4.5773153,4.675968
pol iii-related leukodystrophy,6,2.7398605,4.9495077
alpha thalassemia,13,0.8384923,5.225015
"spondyloepimetaphyseal dysplasia, strudwick type",15,3.16962,6.6232677
spastic paraplegia type 8,10,7.87375,4.731704
primary sclerosing cholangitis,15,5.1326632,4.7550015
tyrosinemia,8,6.0416627,0.15842514
deafness-dystonia-optic neuronopathy syndrome,9,4.185348,6.080412
myosin storage myopathy,5,4.733599,3.5574026
wolf-hirschhorn syndrome,10,5.4559255,6.986371
hereditary pancreatitis,2,2.9687486,7.4785943
alternating hemiplegia of childhood,3,7.3616323,5.2785187
glycogen storage disease type i,2,3.6954856,7.340972
beta thalassemia,9,3.1147687,5.746167
leigh syndrome,5,5.0572743,3.6087568
renal coloboma syndrome,10,4.683402,4.49549
22q11.2 duplication,0,2.0143337,2.4234812
short qt syndrome,12,3.1211545,2.7820802
congenital hemidysplasia with ichthyosiform erythroderma and limb defects,11,3.3007405,2.7205048
congenital leptin deficiency,16,3.6788855,4.563539
beta-ketothiolase deficiency,15,4.9237533,4.165947
"hypermanganesemia with dystonia, polycythemia, and cirrhosis",10,8.004202,6.3972588
1q21.1 microdeletion,2,4.9862313,6.152042
rapid-onset dystonia parkinsonism,13,0.34474382,5.113782
glucose-galactose malabsorption,1,-1.6652576,0.56985587
craniofacial microsomia,9,5.6660075,7.604498
branchio-oculo-facial syndrome,5,4.6498766,2.1597052
stickler syndrome,14,8.730759,4.621509
klippel-feil syndrome,9,3.3204837,6.663467
"17 alpha-hydroxylase/17,20-lyase deficiency",2,7.710864,4.610086
spastic paraplegia type 15,8,6.4269586,0.28398892
nonsyndromic holoprosencephaly,8,6.6352673,1.0912871
diamond-blackfan anemia,15,3.7303321,4.7555346
autosomal dominant hypocalcemia,9,3.193625,6.4064555
pmm2-congenital disorder of glycosylation,9,2.7560718,5.0461717
carnitine palmitoyltransferase i deficiency,8,5.779881,1.0147783
inherited thyroxine-binding globulin deficiency,14,8.715503,4.6530986
dyserythropoietic anemia and thrombocytopenia,10,1.8306851,5.280653
lafora progressive myoclonus epilepsy,15,4.387654,4.5031457
familial thoracic aortic aneurysm and dissection,9,3.0576174,5.724647
distal arthrogryposis type 1,16,6.4285536,3.2339978
chronic granulomatous disease,2,2.727635,7.9786353
factor x deficiency,8,7.07085,0.19585541
osteopetrosis,2,2.5718358,7.765128
leukocyte adhesion deficiency type 1,8,6.7238054,0.25870407
horner syndrome,8,5.744237,1.5865073
familial erythrocytosis,3,3.5812728,1.8016001
rippling muscle disease,8,6.4920673,0.4046914
"neuropathy, ataxia, and retinitis pigmentosa",8,5.6588144,-0.37558982
spastic paraplegia type 2,15,2.966387,4.43509
adermatoglyphia,16,5.934384,4.4710646
megalencephalic leukoencephalopathy with subcortical cysts,9,3.192709,7.3221664
nephronophthisis,3,7.3777556,5.2451377
stevens-johnson syndrome/toxic epidermal necrolysis,11,2.8308644,5.5457754
neurofibromatosis type 2,11,2.870211,5.729556
congenital insensitivity to pain,9,6.172963,6.969694
coffin-lowry syndrome,3,4.756769,5.6420646
adenosine monophosphate deaminase deficiency,10,7.65656,6.679747
cyclic neutropenia,2,7.629218,4.7363205
adenylosuccinate lyase deficiency,8,6.008427,0.06475833
bannayan-riley-ruvalcaba syndrome,8,5.09354,0.61408114
mecp2-related severe neonatal encephalopathy,5,4.729476,2.2320628
protein s deficiency,15,7.783891,4.47692
pontocerebellar hypoplasia,2,2.6620467,7.646813
adenosine deaminase deficiency,13,-0.1827427,4.4177084
familial isolated pituitary adenoma,10,4.2648034,4.0068803
cav3-related distal myopathy,14,5.12033,6.047176
"ohdo syndrome, say-barber-biesecker-young-simpson variant",15,4.474772,5.169133
bowen-conradi syndrome,5,4.6531153,2.1862116
nakajo-nishimura syndrome,0,2.7264028,2.985999
congenital plasminogen deficiency,11,4.1644726,5.7091618
"congenital deafness with labyrinthine aplasia, microtia, and microdontia",10,6.929278,0.5500324
foxg1 syndrome,16,6.4223585,3.2770114
pilomatricoma,15,3.9122956,5.0191646
spastic paraplegia type 4,8,7.047605,0.7050567
hepatic veno-occlusive disease with immunodeficiency,2,3.0701833,7.6157103
aminoacylase 1 deficiency,0,5.185874,4.4307723
multiple endocrine neoplasia,15,3.7991834,4.2957516
alpers-huttenlocher syndrome,12,2.81307,5.3361993
juvenile batten disease,0,2.9176576,3.469534
spinal muscular atrophy with progressive myoclonic epilepsy,9,5.7491894,7.8482347
epidermolysis bullosa simplex,14,5.691408,4.9687757
ring chromosome 14 syndrome,8,6.626727,0.25817236
axenfeld-rieger syndrome,8,5.531177,1.5497539
cystinosis,8,6.489925,0.34215385
tuberous sclerosis complex,4,8.231813,3.4125698
nonsyndromic aplasia cutis congenita,9,5.2201567,7.9119763
pitt-hopkins syndrome,4,8.2259445,3.4077194
ghosal hematodiaphyseal dysplasia,9,3.9423344,5.9625134
bart-pumphrey syndrome,1,3.548037,6.6733947
coloboma,8,6.52011,1.4380587
hypomagnesemia with secondary hypocalcemia,8,6.2258353,0.30876866
x-linked adrenoleukodystrophy,3,7.1331673,4.437758
glycogen storage disease type 0,11,3.794054,1.9599077
mucopolysaccharidosis type ii,16,6.8028803,3.8899305
irak-4 deficiency,15,5.9563394,4.8032827
weissenbacher-zweymller syndrome,15,5.0439777,5.3610888
jervell and lange-nielsen syndrome,14,8.947663,4.5131674
phosphoribosylpyrophosphate synthetase superactivity,13,7.455498,4.951936
"short stature, hyperextensibility, hernia, ocular depression, rieger anomaly, and teething delay",15,4.3963737,4.800279
ochoa syndrome,2,2.5838704,7.789829
rubinstein-taybi syndrome,16,7.3135877,4.665104
"blepharophimosis, ptosis, and epicanthus inversus syndrome",2,3.652884,7.577551
isolated duane retraction syndrome,5,4.6809807,3.202644
autosomal recessive hypotrichosis,8,6.943533,0.8818118
multiple lentigines syndrome,10,8.049919,6.4977093
beta-mannosidosis,15,4.591857,5.472936
hyperphosphatemic familial tumoral calcinosis,2,7.5834475,4.70868
caffey disease,9,6.536144,8.0726185
ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,12,3.6894958,5.9538145
blau syndrome,4,8.214169,3.4123163
pallister-hall syndrome,9,2.311975,6.1881046
persistent mllerian duct syndrome,6,-0.18020436,6.790499
alg1-congenital disorder of glycosylation,8,5.902762,0.5776786
donohue syndrome,8,6.3932233,0.93271077
hyperprolinemia,5,3.9813771,5.88273
atypical hemolytic-uremic syndrome,9,4.5084853,6.6075826
hereditary folate malabsorption,14,8.571801,4.6261406
laryngo-onycho-cutaneous syndrome,10,1.6578108,5.294715
gastrointestinal stromal tumor,8,5.886023,-0.39008605
spastic paraplegia type 31,15,4.0772448,4.247127
congenital dyserythropoietic anemia,8,5.831514,0.5341143
"multicentric osteolysis, nodulosis, and arthropathy",10,2.0216947,5.8706307
very long-chain acyl-coa dehydrogenase deficiency,2,7.707733,4.454188
eosinophil peroxidase deficiency,8,6.7118134,0.7472383
mannose-binding lectin deficiency,4,5.973567,4.439586
keratoderma with woolly hair,8,5.659315,0.48830524
alpha-mannosidosis,11,4.0993085,1.8111742
warfarin resistance,15,2.4090943,4.1087036
hereditary xanthinuria,13,0.24523517,4.8201914
keratitis-ichthyosis-deafness syndrome,5,5.1014,3.6566663
15q24 microdeletion,8,6.279879,0.88166946
bloom syndrome,15,4.463277,5.50026
van der woude syndrome,15,4.179144,4.238977
common variable immune deficiency,15,3.487332,4.761813
farber lipogranulomatosis,14,8.992966,4.4623566
sialic acid storage disease,14,8.150322,3.998967
smith-magenis syndrome,2,2.6344428,7.8730583
vitelliform macular dystrophy,2,3.7369745,7.5590563
isolated growth hormone deficiency,2,3.7061775,7.4482565
uv-sensitive syndrome,3,7.022179,5.384036
activated pi3k-delta syndrome,14,8.996115,4.4154425
zellweger spectrum disorder,15,4.060554,5.055803
benign familial neonatal seizures,3,5.598593,5.2529364
spastic paraplegia type 3a,15,4.32868,5.3093104
hereditary sensory and autonomic neuropathy type ie,15,6.860074,3.9598556
multiple pterygium syndrome,1,6.231955,0.5004608
fukuyama congenital muscular dystrophy,8,5.911513,0.07023157
aarskog-scott syndrome,15,7.661936,4.7767863
li-fraumeni syndrome,2,2.6224723,7.7550607
legg-calv-perthes disease,16,1.4090294,6.3967834
cri-du-chat syndrome,16,5.525572,3.661946
ophthalmo-acromelic syndrome,16,4.9686465,6.3053126
pearson marrow-pancreas syndrome,0,5.4906764,5.6069155
meige disease,10,0.3976555,4.208442
congenital insensitivity to pain with anhidrosis,5,4.8672185,3.453758
maple syrup urine disease,0,2.168143,5.198695
smith-lemli-opitz syndrome,4,2.8668885,6.1441536
swyer syndrome,15,5.0710707,5.016925
bardet-biedl syndrome,8,6.004772,0.507164
familial restrictive cardiomyopathy,11,1.2917513,6.8349733
early-onset glaucoma,2,6.387597,5.649162
late-infantile neuronal ceroid lipofuscinosis,10,4.857865,7.632492
adenine phosphoribosyltransferase deficiency,2,3.0113547,7.391134
familial paroxysmal nonkinesigenic dyskinesia,4,6.680461,3.3354518
charge syndrome,16,1.5849088,4.496942
romano-ward syndrome,13,0.3614132,5.119204
vitamin d-dependent rickets,13,0.47775114,5.141644
megalencephaly-capillary malformation syndrome,0,1.2727596,2.2514017
trichohepatoenteric syndrome,8,5.7321095,0.99967486
mucolipidosis ii alpha/beta,3,6.6155906,4.867036
"47,xyy syndrome",15,4.999252,4.8358417
core binding factor acute myeloid leukemia,15,4.3928814,4.882142
gnathodiaphyseal dysplasia,0,2.3262715,3.522205
adams-oliver syndrome,15,4.549765,5.552155
beckwith-wiedemann syndrome,4,5.5417695,2.1402655
otospondylomegaepiphyseal dysplasia,11,4.0135303,2.306959
christianson syndrome,2,6.0156245,5.4689393
meier-gorlin syndrome,1,7.7073126,4.770769
myoclonus-dystonia,10,7.984798,6.4518805
15q13.3 microdeletion,10,8.062788,6.479783
androgenetic alopecia,5,4.066079,2.1926992
behet disease,8,5.651043,1.3779789
juvenile primary osteoporosis,15,5.087783,6.227016
otopalatodigital syndrome type 2,9,5.564545,7.5647974
congenital stromal corneal dystrophy,10,6.578357,7.298348
sheldon-hall syndrome,8,5.947652,0.21843809
sensorineural deafness and male infertility,0,6.189045,7.169751
congenital generalized lipodystrophy,14,8.557727,4.6719155
achromatopsia,2,2.5630114,7.799264
nager syndrome,1,4.260808,-0.084507845
"distal hereditary motor neuropathy, type v",1,-1.6831437,0.5674364
adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,13,0.76244855,4.8474627
lissencephaly with cerebellar hypoplasia,16,6.951433,3.8271294
autosomal recessive spastic ataxia of charlevoix-saguenay,7,4.9371214,0.901187
ataxia-telangiectasia,15,5.1323814,4.7527237
leber congenital amaurosis,0,5.253553,1.3290001
tibial muscular dystrophy,2,7.708685,6.203853
pseudohypoaldosteronism type 1,10,1.4965892,4.464131
autosomal recessive congenital stationary night blindness,15,4.2241826,5.1956916
craniometaphyseal dysplasia,4,6.662949,3.29044
atelosteogenesis type 3,3,5.2888455,3.2695417
cyclic vomiting syndrome,8,6.1340566,0.23415521
myoclonic epilepsy with ragged-red fibers,8,5.9206786,1.4220053
familial male-limited precocious puberty,2,-0.38182506,4.605247
glucose phosphate isomerase deficiency,3,0.7797413,5.4404583
winchester syndrome,2,7.83605,4.452534
congenital neuronal ceroid lipofuscinosis,2,2.6657665,7.6963515
spinocerebellar ataxia type 1,8,6.3481402,-0.121172726
multiple sulfatase deficiency,7,1.2533809,0.99814284
citrullinemia,16,6.1386275,4.1408305
hereditary myopathy with early respiratory failure,15,4.429022,5.5981107
lacrimo-auriculo-dento-digital syndrome,2,7.404651,6.1083045
intranuclear rod myopathy,10,5.0841084,5.3425
prion disease,10,4.681825,6.793645
generalized arterial calcification of infancy,14,8.9158,4.355177
otopalatodigital syndrome type 1,9,6.4024954,8.0523205
muenke syndrome,5,4.154336,5.5765257
autoimmune addison disease,11,3.8984601,2.9216862
peroxisomal acyl-coa oxidase deficiency,10,8.039246,6.484026
mckusick-kaufman syndrome,13,0.16374987,5.0498166
piebaldism,15,4.445366,5.597393
iron-refractory iron deficiency anemia,8,6.0993576,0.44223815
greenberg dysplasia,15,4.1877728,4.873236
long-chain 3-hydroxyacyl-coa dehydrogenase deficiency,3,7.047127,5.4351673
autosomal dominant congenital stationary night blindness,8,6.0583835,0.14891414
"x-linked intellectual disability, siderius type",8,6.5050354,0.6754354
fatty acid hydroxylase-associated neurodegeneration,3,4.537451,5.6350207
hystrix-like ichthyosis with deafness,4,8.212203,3.4107504
white sponge nevus,0,4.6276584,3.3089228
syngap1-related intellectual disability,15,4.66236,5.6687994
x-linked dystonia-parkinsonism,8,6.262631,1.4664439
frasier syndrome,15,4.1273007,5.938259
3-methylcrotonyl-coa carboxylase deficiency,0,4.149796,3.5613513
hashimoto thyroiditis,14,8.086212,4.081086
cutis laxa,9,4.2382464,6.1210856
saethre-chotzen syndrome,12,3.1627,2.8084707
vldlr-associated cerebellar hypoplasia,15,3.7640617,3.9637344
cholesteryl ester storage disease,8,5.0264254,4.3781824
primary macronodular adrenal hyperplasia,16,7.382827,3.7991607
gm3 synthase deficiency,11,5.3362346,2.3691108
combined pituitary hormone deficiency,0,4.2529044,4.127525
timothy syndrome,8,6.5106335,0.7226435
african iron overload,2,2.7002642,7.477789
hypochondrogenesis,15,4.520226,4.900568
buschke-ollendorff syndrome,10,7.837119,4.944721
cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy,15,5.9947257,4.745197
acromicric dysplasia,15,3.8319154,4.553859
cranioectodermal dysplasia,10,4.7593503,7.702454
short-chain acyl-coa dehydrogenase deficiency,8,5.732973,0.5454726
phosphoglycerate dehydrogenase deficiency,8,6.485929,1.3197365
sitosterolemia,16,7.4522805,3.7518296
menkes syndrome,15,4.4303317,4.2822533
progressive osseous heteroplasia,7,2.215557,1.208151
task-specific focal dystonia,4,6.5297794,2.8353486
spinocerebellar ataxia type 6,13,0.6715655,5.357937
cole disease,5,1.5021636,4.59823
"platyspondylic lethal skeletal dysplasia, torrance type",11,3.7788677,2.342649
pdgfrb-associated chronic eosinophilic leukemia,5,-1.6610935,0.58428425
mal de meleda,3,4.4952407,3.1635396
salih myopathy,14,8.655096,4.565679
hereditary antithrombin deficiency,8,5.9890394,-0.35363856
palmoplantar keratoderma with deafness,8,6.503887,-0.09649036
crohn disease,6,2.6856647,5.0015864
recombinant 8 syndrome,15,3.1889877,6.3932676
glycogen storage disease type v,15,4.4512906,4.917103
dyskeratosis congenita,6,6.1378417,2.324101
craniofacial-deafness-hand syndrome,14,8.200874,4.6272526
adult polyglucosan body disease,15,4.7430143,4.916012
x-linked chondrodysplasia punctata 2,0,1.5106577,4.058141
fragile x-associated primary ovarian insufficiency,3,3.6132245,3.3369062
18q deletion syndrome,15,4.251337,5.1004047
chst3-related skeletal dysplasia,8,6.0715084,0.09670393
x-linked spondyloepiphyseal dysplasia tarda,10,5.095185,5.3571277
thiopurine s-methyltransferase deficiency,16,6.7636466,6.806875
7q11.23 duplication syndrome,1,5.949327,-0.23852092
diastrophic dysplasia,5,4.718549,3.440788
"congenital cataracts, facial dysmorphism, and neuropathy",0,4.3593984,4.4590707
spondyloperipheral dysplasia,3,7.118836,4.7922683
"intrauterine growth restriction, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomalies",1,5.0609913,1.1289076
sost-related sclerosing bone dysplasia,8,5.684288,0.9412548
spondyloenchondrodysplasia with immune dysregulation,5,5.35771,1.0358956
kniest dysplasia,8,6.3109784,1.4912207
erythrokeratodermia variabilis et progressiva,6,2.3320334,4.440515
campomelic dysplasia,1,4.805155,-0.079003036
wiskott-aldrich syndrome,8,5.6092167,0.7959108
lattice corneal dystrophy type ii,6,3.1421793,4.8768635
imerslund-grsbeck syndrome,9,5.6877975,7.585565
x-linked juvenile retinoschisis,1,5.707279,0.15041786
trichothiodystrophy,15,3.560123,6.695218
corticosteroid-binding globulin deficiency,8,6.1579647,0.03031704
gorlin syndrome,4,6.5299883,3.4765768
pdgfra-associated chronic eosinophilic leukemia,15,4.6156154,5.674853
mitochondrial complex iii deficiency,15,5.12744,5.304618
freeman-sheldon syndrome,9,3.2417924,6.5032296
alpha thalassemia x-linked intellectual disability syndrome,2,3.7468495,7.8627076
1p36 deletion syndrome,2,2.6341755,7.964073
mevalonate kinase deficiency,10,3.1847205,6.5407667
cystinuria,15,4.707165,5.758899
myostatin-related muscle hypertrophy,9,3.0824504,5.723555
small fiber neuropathy,8,6.2005105,0.11049998
shwachman-diamond syndrome,2,3.1267116,7.6210184
huntington disease-like syndrome,11,1.5954939,4.4959564
alpha-methylacyl-coa racemase deficiency,4,8.246389,3.395565
cytochrome c oxidase deficiency,8,5.562815,0.9575774
glycogen storage disease type ix,15,4.2932277,5.2606153
critical congenital heart disease,11,2.649733,2.885113
microphthalmia with linear skin defects syndrome,0,2.6528776,3.7669759
medium-chain acyl-coa dehydrogenase deficiency,6,3.106615,4.7966995
branchiootorenal/branchiootic syndrome,11,4.224802,2.141759
familial idiopathic basal ganglia calcification,1,4.1731477,0.5836414
monilethrix,4,8.230964,3.4066033
schimke immuno-osseous dysplasia,12,2.1825192,5.3961477
spastic paraplegia type 7,3,7.401717,5.1937656
hajdu-cheney syndrome,2,3.503376,7.4656568
triple x syndrome,13,-0.46101967,5.0086837
cerebral cavernous malformation,0,3.2781591,3.3353972
stormorken syndrome,5,4.580409,5.665877
naegeli-franceschetti-jadassohn syndrome/dermatopathia pigmentosa reticularis,1,5.9242506,0.2767681
sick sinus syndrome,15,4.906326,4.892653
infantile systemic hyalinosis,0,2.618223,5.7187247
autosomal recessive congenital methemoglobinemia,15,5.4582562,4.2973566
carnitine palmitoyltransferase ii deficiency,14,8.91204,4.53494
bietti crystalline dystrophy,2,3.6165724,7.453769
cold-induced sweating syndrome,15,4.321259,5.3841047
